Id,Type,Zoning Class,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Nbhd,Location Condition,Bldg Type,House Style,OvQual,Overall Cond,Built,Year Remod Add,Roof Style,Roof Material,Exterior Primary,Masonry/Veneer,Masonry/Veneer Area,Exterior Qual,Exterior Cond,Foundation,Basement Height,Basement Cond,Basement Exposure,Basement Finish,Basement Finished Area,Basement Unfinished Area,Basement Area,Heating Qual,CentralAir,Electrical,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Functionality,Fireplaces,Fireplce Qual,Garage Type,Garage Yr Built,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Pool Qual,Fence,Sale Type,Sale Condition,Sale Price
46,1-STORY PUD,Resid Low Density,61,7658,NA,Regular,Level,Inside lot,Gentle,Northridge Heights,Normal,Townhouse End Unit,1 story,9,5,2005,2005,Hip,Composite Shingle,Metal Siding,Brick Face,412,Excellent,Average,Poured Contrete,"Excellent (100+"")",Average,No Exposure,Good Living Quarters,456,1296,1752,Excellent,Y,Standard Circuit Breakers & Romex,1752,0,1752,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good,Attached to home,2005,Rough Finished,2,576,Average,Average,Paved ,196,82,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,319900
47,1-1/2 STORY ALL AGES,Resid Low Density,48,12822,NA,Slightly irregular,Level,Cul-de-sac,Gentle,Mitchell,Normal,1-family Detached,1.5 story: 2nd level fin,7,5,2003,2003,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Excellent (100+"")",Average,No Exposure,Good Living Quarters,1351,83,1434,Excellent,Y,Standard Circuit Breakers & Romex,1518,631,2149,1,0,1,1,1,1,Good,6,Typical Functionality,1,Excellent,Attached to home,2003,Rough Finished,2,670,Average,Average,Paved ,168,43,0,0,198,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",239686
48,1-STORY 1946 & NEWER,Floating Village Resid,84,11096,NA,Regular,Level,Inside lot,Gentle,Somerset,Normal,1-family Detached,1 story,8,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,24,1632,1656,Excellent,Y,Standard Circuit Breakers & Romex,1656,0,1656,0,0,2,0,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2006,Rough Finished,3,826,Average,Average,Paved ,0,146,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,249700
49,2 FAMILY CONVERSION,Resid Med Density,33,4456,NA,Regular,Level,Inside lot,Gentle,Old Town,Normal,2-family Conversion,2 story,4,5,1920,2008,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,736,736,Good,Y,Standard Circuit Breakers & Romex,736,716,1452,0,0,2,0,2,3,Average,8,Typical Functionality,0,No Fireplace,No Garage,NA,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,0,0,102,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),113000
50,1-STORY 1946 & NEWER,Resid Low Density,66,7742,NA,Regular,Level,Inside lot,Gentle,Sawyer,Normal,1-family Detached,1 story,5,7,1966,1966,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,763,192,955,Excellent,Y,Standard Circuit Breakers & Romex,955,0,955,1,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Attached to home,1966,Unfinished,1,386,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,127000
51,2-STORY 1946 & NEWER,Resid Low Density,NA,13869,NA,Irregular,Level,Corner lot,Gentle,Gilbert,Normal,1-family Detached,2 story,6,6,1997,1997,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,182,612,794,Good,Y,Standard Circuit Breakers & Romex,794,676,1470,0,1,2,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Attached to home,1997,Finished,2,388,Average,Average,Paved ,0,75,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,177000
52,1-1/2 STORY ALL AGES,Resid Med Density,52,6240,NA,Regular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,6,6,1934,1950,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,816,816,Average,Y,Standard Circuit Breakers & Romex,816,0,1176,0,0,1,0,3,1,Average,6,Typical Functionality,1,Good,Detached from home,1985,Unfinished,2,528,Average,Average,Paved ,112,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,114500
53,DUPLEX,Resid Med Density,110,8472,NA,Irregular,Banked,Corner lot,Moderate,Iowa DOT and Rail Road,Near Railroad,Duplex,1 story,5,5,1963,1963,Gable,Composite Shingle,Wood Siding,None,0,Fair,Average,Cinder Block,"Good (90-99"")",Average,Good Exposure,Low Quality,104,0,816,Average,N,Standard Circuit Breakers & Romex,816,0,816,1,0,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Car Port,1963,Unfinished,2,516,Average,Average,Paved ,106,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,110000
54,1-STORY 1946 & NEWER,Resid Low Density,68,50271,NA,Slightly irregular,Depression,Inside lot,Gentle,Veenker,Normal,1-family Detached,1 story,9,5,1981,1987,Gable,Wood Shingles,Wood Shingles,None,0,Good,Average,Cinder Block,"Excellent (100+"")",Average,Good Exposure,Good Living Quarters,1810,32,1842,Good,Y,Standard Circuit Breakers & Romex,1842,0,1842,2,0,0,1,0,1,Good,5,Typical Functionality,1,Good,Attached to home,1981,Finished,3,894,Average,Average,Paved ,857,72,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,385000
55,SPLIT OR MULTI-LEVEL,Resid Low Density,60,7134,NA,Regular,Banked,Inside lot,Moderate,North Ames,Normal,1-family Detached,Split Level,5,5,1955,1955,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,384,0,384,Average,Y,Standard Circuit Breakers & Romex,1360,0,1360,0,0,1,0,3,1,Average,6,Minor Deductions 1,1,Average,Detached from home,1962,Unfinished,2,572,Average,Average,Paved ,0,50,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,130000
56,1-STORY 1946 & NEWER,Resid Low Density,100,10175,NA,Slightly irregular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,6,5,1964,1964,Gable,Composite Shingle,Hard Board,Brick Face,272,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,490,935,1425,Good,Y,Standard Circuit Breakers & Romex,1425,0,1425,0,0,2,0,3,1,Average,7,Typical Functionality,1,Good,Attached to home,1964,Rough Finished,2,576,Average,Average,Paved ,0,0,0,407,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,180500
57,2-STORY PUD,Floating Village Resid,24,2645,Pave,Regular,Level,Inside lot,Gentle,Somerset,Normal,Townhouse,2 story,8,5,1999,2000,Gable,Composite Shingle,Metal Siding,Brick Face,456,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,649,321,970,Excellent,Y,Standard Circuit Breakers & Romex,983,756,1739,1,0,2,1,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,1999,Finished,2,480,Average,Average,Paved ,115,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",172500
58,2-STORY 1946 & NEWER,Resid Low Density,89,11645,NA,Slightly irregular,Level,Corner lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2004,2004,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,860,860,Excellent,Y,Standard Circuit Breakers & Romex,860,860,1720,0,0,2,1,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2004,Rough Finished,2,565,Average,Average,Paved ,0,70,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,196500
59,2-STORY 1946 & NEWER,Resid Low Density,66,13682,NA,Irregular,Hillside,Cul-de-sac,Gentle,Stone Brook,Normal,1-family Detached,2 story,10,5,2006,2006,Hip,Composite Shingle,Vinyl Siding,Brick Face,1031,Excellent,Average,Poured Contrete,"Excellent (100+"")",Average,Good Exposure,Unfinshed,0,1410,1410,Excellent,Y,Standard Circuit Breakers & Romex,1426,1519,2945,0,0,3,1,3,1,Good,10,Typical Functionality,1,Good,Built-In (Garage with Room),2006,Finished,3,641,Average,Average,Paved ,192,0,37,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),438780
60,1-STORY 1946 & NEWER,Resid Low Density,60,7200,NA,Regular,Banked,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,5,7,1972,1972,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Avg Living Quarters,632,148,780,Excellent,Y,Standard Circuit Breakers & Romex,780,0,780,0,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Detached from home,1973,Unfinished,1,352,Average,Average,Paved ,196,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,124900
61,1-STORY 1946 & NEWER,Resid Low Density,63,13072,NA,Regular,Level,Inside lot,Gentle,Sawyer West,Adjacent Railroad,1-family Detached,1 story,6,5,2004,2004,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,941,217,1158,Excellent,Y,Standard Circuit Breakers & Romex,1158,0,1158,1,0,1,1,3,1,Good,5,Typical Functionality,0,No Fireplace,Detached from home,2006,Unfinished,2,576,Average,Average,Paved ,0,50,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),158000
62,2-1/2 STORY ALL AGES,Resid Med Density,60,7200,NA,Regular,Level,Inside lot,Gentle,Iowa DOT and Rail Road,Normal,1-family Detached,2.5 story: 3rd level unfin,5,7,1920,1996,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Fair,No Exposure,Unfinshed,0,530,530,Average,N,Standard Circuit Breakers & Romex,581,530,1111,0,0,1,0,3,1,Fair,6,Typical Functionality,0,No Fireplace,Detached from home,1935,Unfinished,1,288,Average,Average,Dirt/Gravel,0,0,144,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,101000
63,1 STORY PUD,Resid Low Density,44,6442,NA,Slightly irregular,Level,Inside lot,Gentle,Northridge Heights,Normal,Townhouse End Unit,1 story,8,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,Stone,178,Good,Average,Poured Contrete,"Good (90-99"")",Good,Min Exposure,Good Living Quarters,24,1346,1370,Excellent,Y,Standard Circuit Breakers & Romex,1370,0,1370,0,0,2,0,2,1,Good,6,Typical Functionality,1,Good,Attached to home,2006,Rough Finished,2,484,Average,Average,Paved ,120,49,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,202500
64,2-STORY 1945 & OLDER,Resid Med Density,50,10300,NA,Slightly irregular,Banked,Inside lot,Gentle,Old Town,Adjacent Railroad,1-family Detached,2 story,7,6,1921,1950,Gable,Composite Shingle,Stucco,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,576,576,Good,Y,Standard Circuit Breakers & Romex,902,808,1710,0,0,2,0,3,1,Average,9,Typical Functionality,0,No Fireplace,Detached from home,1990,Unfinished,2,480,Average,Average,Paved ,12,11,64,0,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,140000
65,2-STORY 1946 & NEWER,Resid Low Density,NA,9375,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,1997,1998,Gable,Composite Shingle,Vinyl Siding,Brick Face,573,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,739,318,1057,Excellent,Y,Standard Circuit Breakers & Romex,1057,977,2034,1,0,2,1,3,1,Good,8,Typical Functionality,0,No Fireplace,Attached to home,1998,Rough Finished,2,645,Average,Average,Paved ,576,36,0,0,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,219500
66,2-STORY 1946 & NEWER,Resid Low Density,76,9591,NA,Regular,Level,Inside lot,Gentle,Northridge Heights,Normal,1-family Detached,2 story,8,5,2004,2005,Gable,Composite Shingle,Vinyl Siding,Brick Face,344,Good,Average,Poured Contrete,"Excellent (100+"")",Average,Avg Exposure,Unfinshed,0,1143,1143,Excellent,Y,Standard Circuit Breakers & Romex,1143,1330,2473,0,0,2,1,4,1,Good,9,Typical Functionality,1,Good,Built-In (Garage with Room),2004,Rough Finished,3,852,Average,Average,Paved ,192,151,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,317000
67,1-STORY 1946 & NEWER,Resid Low Density,NA,19900,NA,Regular,Level,Inside lot,Gentle,North Ames,Adjacent Pos Feature,1-family Detached,1 story,7,5,1970,1989,Gable,Composite Shingle,Plywood,Brick Face,287,Average,Average,Cinder Block,"Good (90-99"")",Average,Good Exposure,Good Living Quarters,912,1035,1947,Average,Y,Standard Circuit Breakers & Romex,2207,0,2207,1,0,2,0,3,1,Average,7,Minor Deductions 1,1,Good,Attached to home,1970,Rough Finished,2,576,Average,Average,Paved ,301,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,180000
68,1-STORY 1946 & NEWER,Resid Low Density,72,10665,NA,Slightly irregular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,7,5,2003,2003,Gable,Composite Shingle,Vinyl Siding,Brick Face,167,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,1013,440,1453,Excellent,Y,Standard Circuit Breakers & Romex,1479,0,1479,1,0,2,0,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2003,Rough Finished,2,558,Average,Average,Paved ,144,29,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,226000
69,1-STORY 1945 & OLDER,Resid Med Density,47,4608,NA,Regular,Level,Corner lot,Gentle,Old Town,Adjacent Arterial St,1-family Detached,1 story,4,6,1945,1950,Gable,Composite Shingle,Metal Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,747,747,Average,Y,Standard Circuit Breakers & Romex,747,0,747,0,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Attached to home,1945,Unfinished,1,220,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,80000
70,1-1/2 STORY ALL AGES,Resid Low Density,81,15593,NA,Regular,Level,Corner lot,Gentle,Clear Creek,Normal,1-family Detached,1.5 story: 2nd level fin,7,4,1953,1953,Gable,Composite Shingle,Brick Face,None,0,Good,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,603,701,1304,Average,Y,Standard Circuit Breakers & Romex,1304,983,2287,0,0,2,0,3,1,Average,7,Typical Functionality,1,Average,Attached to home,1953,Finished,2,667,Average,Average,Paved ,0,21,114,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,225000
71,1-STORY 1946 & NEWER,Resid Low Density,95,13651,NA,Slightly irregular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,7,6,1973,1973,Gable,Composite Shingle,Plywood,Brick Face,1115,Average,Good,Cinder Block,"Good (90-99"")",Average,Good Exposure,Avg Living Quarters,1880,343,2223,Excellent,Y,Standard Circuit Breakers & Romex,2223,0,2223,1,0,2,0,3,1,Average,8,Typical Functionality,2,Good,Attached to home,1973,Finished,2,516,Average,Average,Paved ,300,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,244000
72,1-STORY 1946 & NEWER,Resid Low Density,69,7599,NA,Regular,Level,Corner lot,Gentle,Mitchell,Normal,1-family Detached,1 story,4,6,1982,2006,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,565,280,845,Average,Y,Standard Circuit Breakers & Romex,845,0,845,1,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Detached from home,1987,Unfinished,2,360,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,129500
73,2-STORY 1946 & NEWER,Resid Low Density,74,10141,NA,Slightly irregular,Level,Corner lot,Gentle,Gilbert,Normal,1-family Detached,2 story,7,5,1998,1998,Gable,Composite Shingle,Vinyl Siding,Brick Face,40,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,832,832,Good,Y,Standard Circuit Breakers & Romex,885,833,1718,0,0,2,1,3,1,Average,7,Typical Functionality,1,Average,Attached to home,1998,Finished,2,427,Average,Average,Paved ,0,94,0,0,291,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,185000
74,1-STORY 1946 & NEWER,Resid Low Density,85,10200,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,7,1954,2003,Gable,Composite Shingle,Wood Siding,Brick Face,104,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,320,404,1086,Good,Y,Standard Circuit Breakers & Romex,1086,0,1086,1,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Attached to home,1989,Unfinished,2,490,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Good Wood,Warranty Deed - Conventional,Normal Sale,144900
75,1-1/2 STORY ALL AGES,Resid Med Density,60,5790,NA,Regular,Level,Corner lot,Gentle,Old Town,Normal,1-family Detached,2 story,3,6,1915,1950,Gambrel,Composite Shingle,Vinyl Siding,None,0,Good,Good,Cinder Block,"Fair (70-79"")",Average,No Exposure,Unfinshed,0,840,840,Good,N,Standard Circuit Breakers & Romex,840,765,1605,0,0,2,0,3,2,Average,8,Typical Functionality,0,No Fireplace,Detached from home,1915,Unfinished,1,379,Average,Average,Paved ,0,0,202,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,107400
77,1-STORY 1946 & NEWER,Resid Low Density,NA,8475,NA,Slightly irregular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,4,7,1956,1956,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,228,724,952,Excellent,Y,Fuse Box over 60 AMP and all Romex wiring (Average),952,0,952,0,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,Detached from home,1956,Unfinished,1,283,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,135750
78,1-1/2 STORY ALL AGES,Resid Med Density,50,8635,NA,Regular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,5,5,1948,2001,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,336,295,672,Average,Y,Standard Circuit Breakers & Romex,1072,213,1285,1,0,1,0,2,1,Average,6,Minor Deductions 1,0,No Fireplace,Detached from home,1948,Unfinished,1,240,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,127000
79,DUPLEX,Resid Low Density,72,10778,NA,Regular,Level,Inside lot,Gentle,Sawyer,Normal,Duplex,1 story,4,5,1968,1968,Hip,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,1768,1768,Average,N,Standard Circuit Breakers & Romex,1768,0,1768,0,0,2,0,4,2,Average,8,Typical Functionality,0,No Fireplace,No Garage,NA,No Garage,0,0,No Garage,No Garage,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,136500
80,1-1/2 STORY ALL AGES,Resid Med Density,60,10440,Grvl,Regular,Level,Corner lot,Gentle,Old Town,Normal,1-family Detached,2 story,5,6,1910,1981,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,440,440,Good,Y,Standard Circuit Breakers & Romex,682,548,1230,0,0,1,1,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1966,Unfinished,2,440,Average,Average,Paved ,74,0,128,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,110000
81,2-STORY 1946 & NEWER,Resid Low Density,100,13000,NA,Regular,Level,Corner lot,Gentle,North Ames,Normal,1-family Detached,2 story,6,6,1968,1968,Gable,Composite Shingle,Vinyl Siding,Brick Face,576,Average,Good,Cinder Block,"Good (90-99"")",Average,No Exposure,Avg Rec Room,448,448,896,Average,Y,Standard Circuit Breakers & Romex,1182,960,2142,0,0,2,1,4,1,Good,8,Typical Functionality,1,Good,Attached to home,1968,Finished,1,509,Average,Average,Paved ,0,72,0,0,252,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,193500
82,1-STORY PUD,Resid Med Density,32,4500,NA,Regular,Level,Frontage on 2 sides,Gentle,Mitchell,Normal,Townhouse End Unit,1 story,6,5,1998,1998,Hip,Composite Shingle,Vinyl Siding,Brick Face,443,Average,Good,Poured Contrete,"Excellent (100+"")",Good,No Exposure,Good Living Quarters,1201,36,1237,Excellent,Y,Standard Circuit Breakers & Romex,1337,0,1337,1,0,2,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Attached to home,1998,Finished,2,405,Average,Average,Paved ,0,199,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,153500
83,1-STORY 1946 & NEWER,Resid Low Density,78,10206,NA,Regular,Level,Inside lot,Gentle,Somerset,Normal,1-family Detached,1 story,8,5,2007,2007,Gable,Composite Shingle,Vinyl Siding,Stone,468,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,33,1530,1563,Excellent,Y,Standard Circuit Breakers & Romex,1563,0,1563,0,0,2,0,3,1,Good,6,Typical Functionality,1,Good,Attached to home,2007,Rough Finished,3,758,Average,Average,Paved ,144,99,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,245000
