Id,Dwelling Type,Lot Frontage,Lot Area,Alley,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,Basement Area,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Yr Built,Garage Finish,Garage Cars,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Sale Condition,Sale Price
116,2-STORY PUD,34.0,3230,Pave,Level,Somerset,Normal,6,5,1999,1129.0,419,310,729,729,729,1458,0,0,2,1,2,1,Average,5,1,1999.0,Unfinished,2,0,32,0,0,0,0,Normal Sale,176000
117,1-STORY 1946 & NEWER,,11616,,Level,Sawyer,Normal,5,5,1962,116.0,170,252,1092,1092,0,1092,0,1,1,0,3,1,Average,6,1,1962.0,Unfinished,1,0,20,144,0,0,0,Normal Sale,139000
118,1-STORY 1946 & NEWER,74.0,8536,,Level,Edwards,Normal,5,5,2006,0.0,0,1125,1125,1125,0,1125,0,0,1,1,2,1,Average,5,0,2007.0,Unfinished,2,80,64,0,0,0,0,Home was not completed when last assessed (associated with New Homes),155000
119,2-STORY 1946 & NEWER,90.0,12376,,Level,Sawyer West,Normal,7,5,1990,0.0,1470,203,1673,1699,1523,3222,1,0,3,0,5,1,Good,11,2,1990.0,Unfinished,3,367,0,0,0,0,0,Normal Sale,320000
120,2-STORY 1946 & NEWER,65.0,8461,,Level,College Creek,Normal,6,5,2005,0.0,0,728,728,728,728,1456,0,0,2,1,3,1,Good,8,1,2005.0,Finished,2,0,24,0,0,0,0,Home was not completed when last assessed (associated with New Homes),163990
121,SPLIT OR MULTI-LEVEL,,21453,,Depression,Clear Creek,Normal,6,5,1969,0.0,938,0,938,988,0,988,1,0,1,0,1,1,Average,4,2,1969.0,Unfinished,2,0,130,0,130,0,0,Normal Sale,180000
122,1-1/2 STORY ALL AGES,50.0,6060,,Level,Iowa DOT and Rail Road,Normal,4,5,1939,0.0,0,732,732,772,351,1123,0,0,1,0,3,1,Average,4,0,1979.0,Unfinished,1,0,0,140,0,0,0,Normal Sale,100000
123,1-STORY 1946 & NEWER,75.0,9464,,Level,North Ames,Normal,6,7,1958,135.0,570,510,1080,1080,0,1080,0,0,1,0,3,1,Average,5,0,1958.0,Unfinished,1,0,0,0,0,130,0,Normal Sale,136000
124,1-STORY PUD,55.0,7892,,Level,Sawyer West,Normal,6,5,1993,0.0,300,899,1199,1199,0,1199,0,0,2,0,2,1,Good,5,0,1993.0,Rough Finished,2,0,63,0,0,0,0,Normal Sale,153900
125,1-STORY 1946 & NEWER,48.0,17043,,Level,Northwest Ames,Normal,6,5,1979,0.0,0,1362,1362,1586,0,1586,0,0,2,0,3,1,Average,7,1,1979.0,Unfinished,2,192,0,0,0,0,0,Normal Sale,181000
126,2 FAMILY CONVERSION,60.0,6780,,Level,Iowa DOT and Rail Road,Normal,6,8,1935,0.0,490,30,520,520,0,754,1,0,1,0,2,1,Average,5,0,,No Garage,0,53,0,0,0,0,0,Normal Sale,84500
127,1-STORY PUD,,4928,,Level,Northpark Villa,Normal,6,5,1976,0.0,120,958,1078,958,0,958,0,0,2,0,2,1,Average,5,1,1977.0,Rough Finished,2,0,205,0,0,0,0,Normal Sale,128000
129,2-STORY 1946 & NEWER,69.0,7590,,Level,North Ames,Near Pos Feature,6,5,1966,266.0,512,148,660,660,688,1348,0,0,1,1,3,1,Average,6,1,1966.0,Rough Finished,2,188,108,0,0,0,0,Normal Sale,155000
130,1-STORY 1946 & NEWER,69.0,8973,,Level,North Ames,Normal,5,7,1958,85.0,567,413,1008,1053,0,1053,0,1,1,1,3,1,Excellent,6,0,1998.0,Rough Finished,2,0,80,0,180,0,0,"Abnormal Sale -  trade, foreclosure, short sale",150000
131,2-STORY 1946 & NEWER,88.0,14200,,Level,North Ames,Normal,7,6,1966,309.0,445,479,924,1216,941,2157,0,0,2,1,4,1,Good,8,2,1966.0,Finished,2,105,66,0,0,0,0,Normal Sale,226000
132,2-STORY 1946 & NEWER,,12224,,Level,Gilbert,Normal,6,5,2000,40.0,695,297,992,1022,1032,2054,1,0,2,1,3,1,Good,7,1,2000.0,Rough Finished,2,24,48,0,0,0,0,Normal Sale,244000
133,1-STORY 1946 & NEWER,75.0,7388,,Level,North Ames,Normal,5,6,1959,0.0,405,658,1063,1327,0,1327,1,0,1,0,3,1,Good,7,0,1974.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,150750
134,1-STORY 1946 & NEWER,,6853,,Level,Timberland,Normal,8,5,2001,136.0,1005,262,1267,1296,0,1296,1,0,2,0,2,1,Good,6,0,2001.0,Finished,2,192,25,0,0,0,0,Normal Sale,220000
135,1-STORY 1946 & NEWER,78.0,10335,,Level,Sawyer,Normal,5,6,1968,0.0,570,891,1461,1721,0,1721,0,0,2,1,3,1,Average,7,1,1968.0,Rough Finished,2,0,96,180,0,0,0,Normal Sale,180000
136,1-STORY 1946 & NEWER,80.0,10400,,Level,Northwest Ames,Normal,7,6,1970,288.0,0,1304,1304,1682,0,1682,0,0,2,0,3,1,Average,7,1,1970.0,Unfinished,2,98,0,0,0,0,0,Normal Sale,174000
137,1-STORY 1946 & NEWER,,10355,,Level,North Ames,Normal,5,5,1967,196.0,695,519,1214,1214,0,1214,0,0,2,0,3,1,Average,5,1,1967.0,Rough Finished,1,0,111,0,0,0,0,Normal Sale,143000
138,DUPLEX,82.0,11070,,Level,Mitchell,Normal,7,5,1988,70.0,0,1907,1907,1959,0,1959,0,0,3,0,5,2,Average,9,0,1989.0,Unfinished,3,0,0,0,0,0,0,Sale between family members,171000
139,2-STORY 1946 & NEWER,73.0,9066,,Level,College Creek,Normal,8,5,1999,320.0,668,336,1004,1004,848,1852,0,0,2,1,3,1,Good,7,2,1999.0,Finished,3,224,106,0,0,0,0,Normal Sale,230000
140,2-STORY 1946 & NEWER,65.0,15426,,Level,College Creek,Normal,6,5,1997,0.0,821,107,928,928,836,1764,1,0,2,1,3,1,Good,7,0,1997.0,Rough Finished,2,276,99,0,0,0,0,Normal Sale,231500
141,1-STORY 1946 & NEWER,70.0,10500,,Level,North Ames,Normal,4,5,1971,0.0,432,432,864,864,0,864,0,0,1,0,3,1,Average,5,1,,No Garage,0,0,0,0,0,0,0,Normal Sale,115000
142,1-STORY 1946 & NEWER,78.0,11645,,Level,College Creek,Normal,7,5,2005,0.0,1300,434,1734,1734,0,1734,1,0,2,0,3,1,Good,7,0,2005.0,Finished,2,160,24,0,0,0,0,Normal Sale,260000
143,1-1/2 STORY ALL AGES,71.0,8520,,Level,North Ames,Adjacent Arterial St,5,4,1952,0.0,507,403,910,910,475,1385,0,0,2,0,4,1,Average,6,0,2000.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,166000
144,1-STORY 1946 & NEWER,78.0,10335,,Level,College Creek,Normal,7,5,1999,183.0,679,811,1490,1501,0,1501,1,0,2,0,3,1,Good,6,0,1999.0,Rough Finished,2,144,29,0,0,0,0,Normal Sale,204000
145,DUPLEX,70.0,9100,,Level,Sawyer,Adjacent Railroad,5,5,1963,336.0,1332,396,1728,1728,0,1728,1,0,2,0,6,2,Average,10,0,1963.0,Unfinished,2,0,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",125000
146,2-STORY PUD,24.0,2522,,Level,Edwards,Normal,6,5,2004,50.0,0,970,970,970,739,1709,0,0,2,0,3,1,Good,7,0,2004.0,Unfinished,2,0,40,0,0,0,0,Normal Sale,130000
147,1-STORY 1945 & OLDER,51.0,6120,,Level,Brookside,Normal,5,7,1931,0.0,209,506,715,875,0,875,1,0,1,0,2,1,Average,5,0,1931.0,Unfinished,1,48,0,0,0,0,0,Normal Sale,105000
148,2-STORY 1946 & NEWER,,9505,,Level,Gilbert,Normal,7,5,2001,180.0,0,884,884,884,1151,2035,0,0,2,1,3,1,Good,8,1,2001.0,Finished,2,144,48,0,0,0,0,Normal Sale,222500
149,1-STORY 1946 & NEWER,63.0,7500,,Level,Sawyer West,Normal,7,5,2004,120.0,680,400,1080,1080,0,1080,1,0,1,0,3,1,Good,6,0,,No Garage,0,0,0,0,0,0,0,Normal Sale,141000
150,1-1/2 STORY ALL AGES,,6240,,Level,Brookside,Normal,5,4,1936,0.0,0,896,896,896,448,1344,0,0,1,0,3,1,Average,7,0,1936.0,Unfinished,1,200,114,0,0,0,0,Normal Sale,115000
151,1-STORY 1946 & NEWER,120.0,10356,,Level,College Creek,Normal,5,6,1975,0.0,716,253,969,969,0,969,0,0,1,1,3,1,Average,5,0,1975.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,122000
152,1-STORY 1946 & NEWER,107.0,13891,,Level,Northridge Heights,Normal,8,5,2007,436.0,1400,310,1710,1710,0,1710,1,0,2,0,2,1,Good,6,1,2007.0,Rough Finished,3,0,102,0,0,0,0,Home was not completed when last assessed (associated with New Homes),372402
153,2-STORY 1946 & NEWER,,14803,,Level,Northwest Ames,Normal,6,5,1971,252.0,416,409,825,1097,896,1993,0,0,2,1,4,1,Average,8,1,1971.0,Rough Finished,2,0,66,0,0,0,0,Normal Sale,190000
154,1-STORY 1946 & NEWER,,13500,,Level,Clear Creek,Normal,6,7,1960,0.0,429,93,1602,1252,0,1252,1,0,1,0,1,1,Average,4,1,1960.0,Rough Finished,2,409,0,0,0,0,0,Normal Sale,235000
155,1-STORY 1945 & OLDER,84.0,11340,,Level,Old Town,Normal,6,5,1923,0.0,0,1200,1200,1200,0,1200,0,0,1,0,4,1,Average,7,0,1923.0,Unfinished,1,0,0,228,0,0,0,Sale between family members,125000
157,1-STORY 1946 & NEWER,60.0,7200,,Level,North Ames,Normal,5,7,1950,0.0,0,0,0,1040,0,1040,0,0,1,0,2,1,Average,5,0,1950.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,109500
158,2-STORY 1946 & NEWER,92.0,12003,,Level,Timberland,Normal,8,5,2009,84.0,0,774,774,774,1194,1968,0,0,2,1,4,1,Excellent,8,1,2009.0,Finished,3,0,75,0,0,0,0,Home was not completed when last assessed (associated with New Homes),269500
159,2-STORY 1946 & NEWER,100.0,12552,,Level,Somerset,Normal,7,5,2004,0.0,222,769,991,991,956,1947,0,0,2,1,3,1,Good,8,1,2004.0,Rough Finished,2,0,136,0,0,0,0,Normal Sale,254900
160,2-STORY 1946 & NEWER,134.0,19378,,Hillside,Gilbert,Normal,7,5,2005,456.0,57,1335,1392,1392,1070,2462,1,0,2,1,4,1,Good,9,1,2006.0,Rough Finished,2,239,132,0,168,0,0,Home was not completed when last assessed (associated with New Homes),320000
161,1-STORY 1946 & NEWER,,11120,,Level,Veenker,Normal,6,6,1984,0.0,660,572,1232,1232,0,1232,0,0,2,0,3,1,Average,6,0,1984.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,162500
162,2-STORY 1946 & NEWER,110.0,13688,,Level,Northridge Heights,Normal,9,5,2003,664.0,1016,556,1572,1572,1096,2668,1,0,2,1,3,1,Excellent,10,2,2003.0,Finished,3,400,0,0,0,0,0,Normal Sale,412500
163,1-STORY 1946 & NEWER,95.0,12182,,Level,Northridge Heights,Normal,7,5,2005,226.0,1201,340,1541,1541,0,1541,0,0,2,0,3,1,Good,7,1,2005.0,Rough Finished,2,0,70,0,0,0,0,Home was not completed when last assessed (associated with New Homes),220000
166,2 FAMILY CONVERSION,62.0,10106,,Level,Edwards,Normal,5,7,1940,0.0,351,112,644,808,547,1355,1,0,2,0,4,2,Average,6,0,,No Garage,0,140,0,0,0,0,0,Normal Sale,127500
167,1-STORY 1946 & NEWER,,10708,,Level,Clear Creek,Normal,5,5,1955,0.0,379,470,1617,1867,0,1867,1,0,1,0,2,1,Average,7,3,1955.0,Finished,1,476,0,0,0,142,0,Normal Sale,190000
168,2-STORY 1946 & NEWER,86.0,10562,,Level,Northridge Heights,Normal,8,5,2007,300.0,1288,294,1582,1610,551,2161,1,0,1,1,3,1,Excellent,8,1,2007.0,Finished,3,178,120,0,0,0,0,Home was not completed when last assessed (associated with New Homes),325624
169,2-STORY 1946 & NEWER,62.0,8244,,Level,Gilbert,Normal,7,5,2004,0.0,0,840,840,840,880,1720,0,0,2,1,3,1,Good,7,1,2004.0,Finished,2,100,48,0,0,0,0,Normal Sale,183500
170,1-STORY 1946 & NEWER,,16669,,Level,Timberland,Normal,8,6,1981,653.0,0,1686,1686,1707,0,1707,0,0,2,1,2,1,Average,6,1,1981.0,Rough Finished,2,574,64,0,0,0,0,Normal Sale,228000
171,1-1/2 STORY ALL AGES,,12358,,Level,Old Town,Adjacent Feeder St,5,6,1941,0.0,360,360,720,854,0,1382,0,0,1,1,2,1,Average,7,0,1991.0,Unfinished,2,237,0,0,0,0,0,Normal Sale,128500
172,1-STORY 1946 & NEWER,141.0,31770,,Level,North Ames,Normal,6,5,1960,112.0,639,441,1080,1656,0,1656,1,0,1,0,3,1,Average,7,2,1960.0,Finished,2,210,62,0,0,0,0,Normal Sale,215000
173,2-STORY PUD,44.0,5306,,Level,Stone Brook,Normal,7,7,1987,0.0,495,354,1064,1064,703,1767,1,0,2,0,2,1,Good,5,1,1987.0,Rough Finished,2,441,35,0,0,0,0,Normal Sale,239000
174,1-STORY 1946 & NEWER,80.0,10197,,Level,North Ames,Normal,6,5,1961,491.0,288,700,1362,1362,0,1362,1,0,1,1,3,1,Average,6,1,1961.0,Unfinished,2,0,20,0,0,0,0,Normal Sale,163000
175,1-STORY 1946 & NEWER,47.0,12416,,Level,Timberland,Normal,6,5,1986,132.0,1398,0,1606,1651,0,1651,1,0,2,0,3,1,Average,7,1,1986.0,Finished,2,192,0,0,0,0,0,Normal Sale,184000
176,1-STORY 1946 & NEWER,84.0,12615,,Level,Edwards,Normal,6,7,1950,0.0,477,725,1202,2158,0,2158,1,0,2,0,4,1,Good,7,1,1950.0,Unfinished,2,0,29,39,0,0,0,Normal Sale,243000
177,2-STORY 1946 & NEWER,97.0,10029,,Level,Clear Creek,Normal,6,5,1988,268.0,831,320,1151,1164,896,2060,0,1,2,1,4,1,Average,8,1,1988.0,Unfinished,2,0,228,0,0,192,0,Normal Sale,211000
178,1-1/2 STORY ALL AGES,,13650,,Level,Sawyer,Normal,5,5,1958,0.0,57,554,1052,1252,668,1920,1,0,2,0,4,1,Good,8,1,1958.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,172500
180,1-STORY 1945 & OLDER,60.0,8520,,Level,Old Town,Normal,5,6,1923,0.0,0,968,968,968,0,968,0,0,1,0,2,1,Average,5,0,1935.0,Unfinished,2,0,0,184,0,0,0,Normal Sale,100000
181,2-STORY PUD,,2117,,Level,Somerset,Normal,6,5,2000,456.0,436,320,756,769,756,1525,0,0,2,1,3,1,Good,5,1,2000.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,177000
182,2-STORY 1945 & OLDER,54.0,7588,,Level,Crawford,Normal,7,6,1920,0.0,352,441,793,901,901,1802,0,0,1,1,4,1,Average,9,1,1920.0,Unfinished,1,0,0,40,0,0,0,Normal Sale,200100
183,1-STORY 1946 & NEWER,60.0,9060,,Level,Edwards,Adjacent Arterial St,5,6,1957,98.0,0,0,0,1340,0,1340,0,0,1,0,3,1,Average,7,1,1957.0,Rough Finished,1,116,0,0,180,0,0,Normal Sale,120000
184,1-1/2 STORY ALL AGES,63.0,11426,,Level,Old Town,Normal,7,5,2003,0.0,0,1362,1362,1362,720,2082,0,0,2,1,3,1,Good,6,0,2003.0,Unfinished,2,280,238,0,0,0,0,Normal Sale,200000
185,1-1/2 STORY ALL AGES,92.0,7438,,Level,Brookside,Adjacent Railroad,5,8,1908,0.0,0,504,504,936,316,1252,0,0,1,0,3,1,Average,5,0,1986.0,Unfinished,2,104,0,0,0,0,0,Normal Sale,127000
186,2-1/2 STORY ALL AGES,90.0,22950,,Level,Old Town,Adjacent Arterial St,10,9,1892,0.0,0,1107,1107,1518,1518,3608,0,0,2,1,4,1,Excellent,12,2,1993.0,Unfinished,3,0,260,0,0,410,0,Normal Sale,475000
187,SPLIT OR MULTI-LEVEL,,9947,,Level,Mitchell,Normal,7,5,1990,0.0,611,577,1188,1217,0,1217,1,0,2,0,3,1,Good,6,0,1990.0,Unfinished,2,168,27,0,0,0,0,Normal Sale,173000
188,1-1/2 STORY ALL AGES,60.0,10410,,Level,Old Town,Normal,5,7,1916,0.0,0,660,660,808,704,1656,0,0,2,1,3,1,Average,8,0,1916.0,Unfinished,1,0,0,0,140,0,0,Normal Sale,135000
189,DUPLEX,64.0,7018,,Banked,Sawyer West,Adjacent Feeder St,5,5,1979,275.0,1086,0,1086,1224,0,1224,2,0,0,2,2,2,Average,6,2,1979.0,Unfinished,2,120,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",153337
190,1-STORY PUD,41.0,4923,,Level,Stone Brook,Normal,8,5,2001,0.0,1153,440,1593,1593,0,1593,1,0,1,1,0,1,Excellent,5,1,2001.0,Finished,2,0,120,0,0,224,0,Normal Sale,286000
191,2-STORY 1945 & OLDER,70.0,10570,,Banked,Crawford,Normal,8,8,1932,0.0,297,556,853,1549,1178,2727,0,0,2,1,3,1,Good,10,2,1932.0,Unfinished,2,0,74,0,0,0,0,Normal Sale,315000
192,2-STORY 1946 & NEWER,,7472,,Level,North Ames,Normal,7,9,1972,138.0,626,99,725,725,754,1479,1,0,1,1,4,1,Good,7,0,1972.0,Finished,2,0,32,0,0,0,0,Normal Sale,184000
193,1-STORY 1946 & NEWER,68.0,9017,,Level,College Creek,Normal,7,5,1999,0.0,560,871,1431,1431,0,1431,1,0,2,0,3,1,Good,6,0,1999.0,Finished,2,0,35,0,0,0,0,Normal Sale,192000
194,2-STORY PUD,24.0,2522,,Level,Edwards,Normal,7,5,2004,50.0,0,970,970,970,739,1709,0,0,2,0,3,1,Good,7,0,2004.0,Unfinished,2,0,40,0,0,0,0,Normal Sale,130000
195,1-STORY 1946 & NEWER,60.0,7180,,Level,College Creek,Normal,5,7,1972,0.0,390,474,864,864,0,864,0,0,1,0,3,1,Average,5,0,1989.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,127000
196,2-STORY PUD,24.0,2280,,Level,Northpark Villa,Normal,6,6,1976,0.0,566,289,855,855,601,1456,0,0,2,1,3,1,Average,7,1,1976.0,Unfinished,2,87,0,0,0,0,0,Normal Sale,148500
197,1-STORY 1946 & NEWER,79.0,9416,,Level,Somerset,Normal,7,5,2007,205.0,1126,600,1726,1726,0,1726,1,0,2,0,3,1,Excellent,8,1,2007.0,Finished,3,171,138,0,0,266,0,Home was not completed when last assessed (associated with New Homes),311872
198,2-1/2 STORY ALL AGES,174.0,25419,,Level,North Ames,Adjacent Arterial St,8,4,1918,0.0,1036,140,1360,1360,1360,3112,1,1,2,0,4,1,Good,8,1,1918.0,Unfinished,2,0,16,552,0,0,512,"Abnormal Sale -  trade, foreclosure, short sale",235000
199,2-1/2 STORY ALL AGES,92.0,5520,,Level,Old Town,Normal,6,6,1912,0.0,0,755,755,929,929,2229,0,0,1,0,5,1,Average,8,0,,No Garage,0,0,198,30,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",104000
200,1-STORY 1946 & NEWER,76.0,9591,,Level,Northridge Heights,Normal,8,5,2004,262.0,1088,625,1713,1713,0,1713,1,0,2,0,3,1,Excellent,7,1,2004.0,Finished,3,0,26,0,0,170,0,Normal Sale,274900
201,1-STORY 1946 & NEWER,80.0,8546,,Level,Edwards,Normal,4,5,2003,0.0,0,1121,1121,1121,0,1121,0,0,2,0,2,1,Average,5,0,2003.0,Rough Finished,2,132,64,0,0,0,0,Normal Sale,140000
202,1-STORY 1946 & NEWER,75.0,10125,,Level,Mitchell,Normal,6,6,1977,0.0,641,276,1196,1279,0,1279,0,1,2,0,3,1,Average,6,2,1980.0,Unfinished,2,238,83,0,0,0,0,Normal Sale,171500
203,1-1/2 STORY ALL AGES,50.0,7000,,Level,Old Town,Adjacent Arterial St,6,6,1924,0.0,617,0,617,865,445,1310,0,0,2,0,2,1,Average,6,0,1924.0,Unfinished,1,0,0,126,0,0,0,Normal Sale,112000
204,1-STORY PUD,,4438,,Level,College Creek,Normal,6,5,2004,205.0,662,186,848,848,0,848,1,0,1,0,1,1,Good,3,1,2004.0,Rough Finished,2,149,0,0,0,0,0,Normal Sale,149000
205,1-1/2 STORY ALL AGES,50.0,3500,Grvl,Level,Old Town,Normal,5,7,1947,0.0,312,408,720,720,564,1284,0,0,1,1,2,1,Average,5,0,1948.0,Unfinished,1,0,35,0,0,0,0,Normal Sale,110000
206,1-STORY 1946 & NEWER,99.0,11851,,Level,Gilbert,Normal,7,5,1990,0.0,0,1424,1424,1442,0,1442,0,0,2,0,3,1,Average,5,0,1990.0,Rough Finished,2,0,34,0,508,0,0,Normal Sale,180500
207,1-STORY 1946 & NEWER,40.0,13673,,Level,Sawyer,Adjacent Railroad,5,5,1962,0.0,0,1140,1140,1696,0,1696,0,0,1,1,3,1,Average,8,1,1962.0,Rough Finished,1,0,30,0,0,0,0,Normal Sale,143900
208,1-STORY 1946 & NEWER,,12493,,Level,North Ames,Normal,4,5,1960,0.0,419,375,1100,1100,0,1100,1,0,1,0,3,1,Average,6,1,1960.0,Rough Finished,1,355,0,0,0,0,0,Normal Sale,141000
209,2-STORY 1946 & NEWER,,14364,,Depression,Sawyer West,Normal,7,5,1988,128.0,1065,92,1157,1180,882,2062,1,0,2,1,3,1,Average,7,1,1988.0,Finished,2,60,55,0,0,154,0,Normal Sale,277000
210,1-STORY 1946 & NEWER,75.0,8250,,Level,North Ames,Normal,6,7,1964,260.0,787,305,1092,1092,0,1092,1,0,1,0,3,1,Average,6,0,1964.0,Rough Finished,2,0,0,0,0,0,0,Normal Sale,145000
211,1-STORY 1945 & OLDER,67.0,5604,,Level,Edwards,Normal,5,6,1925,0.0,468,396,864,864,0,864,1,0,1,0,2,1,Average,5,0,,No Garage,0,0,0,96,0,0,0,Normal Sale,98000
212,1-STORY 1946 & NEWER,83.0,10420,,Level,Edwards,Normal,6,5,2009,0.0,36,1176,1212,1212,0,1212,0,0,2,0,3,1,Good,6,0,2009.0,Rough Finished,2,100,22,0,0,0,0,Normal Sale,186000
213,2-STORY 1946 & NEWER,72.0,8640,,Level,Somerset,Normal,7,5,2009,0.0,822,78,900,932,920,1852,1,0,2,1,3,1,Good,7,1,2009.0,Rough Finished,2,168,108,0,0,0,0,Home was not completed when last assessed (associated with New Homes),252678
214,1-STORY 1946 & NEWER,43.0,13568,,Level,College Creek,Normal,5,5,1995,0.0,716,274,990,990,0,990,0,1,1,0,3,1,Average,5,0,1996.0,Unfinished,2,224,0,0,0,0,0,Normal Sale,156000
215,2-STORY 1946 & NEWER,,10900,,Level,College Creek,Normal,6,7,1977,153.0,378,311,689,689,703,1392,0,0,1,1,3,1,Average,6,0,1977.0,Finished,1,0,36,0,0,0,0,Normal Sale,161750
216,1-STORY 1946 & NEWER,72.0,10011,,Level,North Ames,Normal,5,6,1957,64.0,360,710,1070,1236,0,1236,0,1,1,0,2,1,Good,6,1,1957.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,134450
217,1-STORY 1946 & NEWER,65.0,8450,,Level,College Creek,Normal,7,5,2004,266.0,946,490,1436,1436,0,1436,1,0,2,0,3,1,Good,8,0,2004.0,Unfinished,2,139,98,0,0,0,0,Normal Sale,210000
218,2-STORY 1945 & OLDER,57.0,9906,Grvl,Level,Old Town,Normal,4,4,1925,0.0,0,686,686,810,518,1328,0,0,1,0,3,1,Average,8,0,1940.0,Unfinished,1,0,172,60,0,0,0,Sale between family members,107000
219,1-1/2 STORY ALL AGES,,15660,,Level,Crawford,Normal,7,9,1939,312.0,341,457,798,1137,817,1954,0,1,1,1,3,1,Good,8,2,1939.0,Unfinished,2,0,119,150,0,0,0,Normal Sale,311500
220,1-STORY PUD,43.0,3010,,Level,Bloomington Heights,Normal,7,5,2005,16.0,16,1232,1248,1248,0,1248,0,0,2,0,2,1,Good,5,0,2005.0,Finished,2,108,0,0,0,0,0,Home was not completed when last assessed (associated with New Homes),167240
221,1-STORY 1946 & NEWER,73.0,8990,,Level,College Creek,Normal,7,5,2006,0.0,0,1498,1498,1498,0,1498,0,0,2,0,2,1,Good,5,0,2006.0,Rough Finished,2,351,33,0,0,0,0,Home was not completed when last assessed (associated with New Homes),204900
222,2-STORY 1946 & NEWER,,8068,,Level,Gilbert,Normal,6,5,2002,0.0,0,1010,1010,1010,1257,2267,0,0,2,1,4,1,Good,8,1,2002.0,Rough Finished,2,120,46,0,0,0,0,Normal Sale,200000
223,2-STORY 1946 & NEWER,85.0,11475,,Level,Northwest Ames,Adjacent Railroad,6,6,1975,0.0,550,163,713,811,741,1552,1,0,2,1,3,1,Average,6,1,1975.0,Rough Finished,2,209,208,0,0,0,0,Normal Sale,179900
224,1-STORY 1946 & NEWER,70.0,10500,,Level,North Ames,Normal,4,6,1971,0.0,524,160,864,864,0,864,0,0,1,0,2,1,Average,4,0,1989.0,Unfinished,2,216,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",97000
225,1-STORY 1946 & NEWER,103.0,13472,,Level,Northridge Heights,Normal,10,5,2003,922.0,56,2336,2392,2392,0,2392,0,0,2,0,3,1,Excellent,8,1,2003.0,Finished,3,248,105,0,0,0,0,Normal Sale,386250
226,2-STORY PUD,21.0,1680,,Level,Briardale,Normal,5,5,1971,142.0,0,630,630,630,672,1302,0,0,2,1,3,1,Average,6,0,1991.0,Unfinished,1,0,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",112000
227,2-STORY 1946 & NEWER,82.0,9950,,Level,Northridge,Normal,7,5,1995,290.0,565,638,1203,1214,1306,2520,0,0,2,1,4,1,Good,9,1,1995.0,Rough Finished,3,224,114,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",290000
228,2-STORY PUD,21.0,1869,,Level,Briardale,Normal,6,6,1970,127.0,321,162,483,483,504,987,0,0,1,1,2,1,Average,5,0,1987.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,106000
229,1-STORY 1946 & NEWER,70.0,8521,,Level,Sawyer,Adjacent Feeder St,5,5,1967,0.0,842,70,912,912,0,912,0,0,1,0,3,1,Average,5,1,1974.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,125000
230,1-STORY PUD,43.0,3182,,Level,Bloomington Heights,Normal,7,5,2005,16.0,16,1357,1373,1555,0,1555,0,0,2,0,2,1,Good,7,1,2005.0,Finished,2,143,20,0,0,0,0,Normal Sale,192500
231,1-STORY 1946 & NEWER,73.0,8760,,Level,North Ames,Normal,6,6,1959,220.0,0,1194,1194,1194,0,1194,1,0,1,0,3,1,Average,6,0,1959.0,Rough Finished,1,0,0,120,0,0,0,Normal Sale,148000
232,2-STORY 1946 & NEWER,174.0,15138,,Level,Northridge,Normal,8,5,1995,506.0,689,773,1462,1490,1304,2794,1,0,2,1,4,1,Excellent,9,1,1995.0,Finished,3,0,146,202,0,0,0,Normal Sale,403000
233,2-STORY PUD,21.0,1680,,Level,Briardale,Normal,6,5,1972,297.0,0,483,483,483,504,987,0,0,1,1,2,1,Average,5,1,1972.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,94500
234,1-STORY 1946 & NEWER,75.0,10650,,Level,College Creek,Normal,5,6,1976,0.0,182,0,894,894,0,894,1,0,1,0,3,1,Average,5,0,1976.0,Unfinished,1,365,0,0,0,0,0,Normal Sale,128200
235,2-STORY 1946 & NEWER,,7851,,Level,Gilbert,Normal,6,5,2002,,625,235,860,860,1100,1960,1,0,2,1,4,1,Good,8,2,2002.0,Finished,2,288,48,0,0,0,0,Normal Sale,216500
